30;08;kępiński;powiat;01.01.2024
28;08;kętrzyński;powiat;01.01.2024
26;61;Kielce;miasto na prawach powiatu;01.01.2024
26;04;kielecki;powiat;01.01.2024
16;04;kluczborski;powiat;01.01.2024
24;06;kłobucki;powiat;01.01.2024
02;08;kłodzki;powiat;01.01.2024
18;06;kolbuszowski;powiat;01.01.2024
20;06;kolneński;powiat;01.01.2024
30;09;kolski;powiat;01.01.2024
32;08;kołobrzeski;powiat;01.01.2024
26;05;konecki;powiat;01.01.2024
30;62;Konin;miasto na prawach powiatu;01.01.2024
30;10;koniński;powiat;01.01.2024
32;61;Koszalin;miasto na prawach powiatu;01.01.2024
32;09;koszaliński;powiat;01.01.2024
30;11;kościański;powiat;01.01.2024
22;06;kościerski;powiat;01.01.2024
14;07;kozienicki;powiat;01.01.2024
12;06;krakowski;powiat;01.01.2024
12;61;Kraków;miasto na prawach powiatu;01.01.2024
16;05;krapkowicki;powiat;01.01.2024
06;06;krasnostawski;powiat;01.01.2024
06;07;kraśnicki;powiat;01.01.2024
18;61;Krosno;miasto na prawach powiatu;01.01.2024
08;02;krośnieński;powiat;01.01.2024
18;07;krośnieński;powiat;01.01.2024
30;12;krotoszyński;powiat;01.01.2024
10;02;kutnowski;powiat;01.01.2024
22;07;kwidzyński;powiat;01.01.2024
14;08;legionowski;powiat;01.01.2024
02;62;Legnica;miasto na prawach powiatu;01.01.2024
02;09;legnicki;powiat;01.01.2024
18;21;leski;powiat;01.01.2024
30;13;leszczyński;powiat;01.01.2024
30;63;Leszno;miasto na prawach powiatu;01.01.2024
18;08;leżajski;powiat;01.01.2024
22;08;lęborski;powiat;01.01.2024
28;09;lidzbarski;powiat;01.01.2024
12;07;limanowski;powiat;01.01.2024
04;08;lipnowski;powiat;01.01.2024
14;09;lipski;powiat;01.01.2024
18;09;lubaczowski;powiat;01.01.2024
02;10;lubański;powiat;01.01.2024
06;08;lubartowski;powiat;01.01.2024
06;09;lubelski;powiat;01.01.2024
02;11;lubiński;powiat;01.01.2024
06;63;Lublin;miasto na prawach powiatu;01.01.2024
24;07;lubliniecki;powiat;01.01.2024
02;12;lwówecki;powiat;01.01.2024
18;10;łańcucki;powiat;01.01.2024
10;03;łaski;powiat;01.01.2024
10;04;łęczycki;powiat;01.01.2024
06;10;łęczyński;powiat;01.01.2024
32;18;łobeski;powiat;01.01.2024
20;62;Łomża;miasto na prawach powiatu;01.01.2024
20;07;łomżyński;powiat;01.01.2024
14;10;łosicki;powiat;01.01.2024
10;05;łowicki;powiat;01.01.2024
10;06;łódzki wschodni;powiat;01.01.2024
10;61;Łódź;miasto na prawach powiatu;01.01.2024
06;11;łukowski;powiat;01.01.2024
14;11;makowski;powiat;01.01.2024
22;09;malborski;powiat;01.01.2024
12;08;miechowski;powiat;01.01.2024
18;11;mielecki;powiat;01.01.2024
30;14;międzychodzki;powiat;01.01.2024
08;03;międzyrzecki;powiat;01.01.2024
24;08;mikołowski;powiat;01.01.2024
02;13;milicki;powiat;01.01.2024
14;12;miński;powiat;01.01.2024
14;13;mławski;powiat;01.01.2024
04;09;mogileński;powiat;01.01.2024
20;08;moniecki;powiat;01.01.2024
28;10;mrągowski;powiat;01.01.2024
24;70;Mysłowice;miasto na prawach powiatu;01.01.2024
24;09;myszkowski;powiat;01.01.2024
12;09;myślenicki;powiat;01.01.2024
32;10;myśliborski;powiat;01.01.2024
04;10;nakielski;powiat;01.01.2024
16;06;namysłowski;powiat;01.01.2024
28;11;nidzicki;powiat;01.01.2024
18;12;niżański;powiat;01.01.2024
14;14;nowodworski;powiat;01.01.2024
22;10;nowodworski;powiat;01.01.2024
28;12;nowomiejski;powiat;01.01.2024
12;10;nowosądecki;powiat;01.01.2024
08;04;nowosolski;powiat;01.01.2024
12;11;nowotarski;powiat;01.01.2024
30;15;nowotomyski;powiat;01.01.2024
12;62;Nowy Sącz;miasto na prawach powiatu;01.01.2024
16;07;nyski;powiat;01.01.2024
30;16;obornicki;powiat;01.01.2024
28;13;olecki;powiat;01.01.2024
16;08;oleski;powiat;01.01.2024
02;14;oleśnicki;powiat;01.01.2024
12;12;olkuski;powiat;01.01.2024
28;62;Olsztyn;miasto na prawach powiatu;01.01.2024
28;14;olsztyński;powiat;01.01.2024
02;15;oławski;powiat;01.01.2024
26;06;opatowski;powiat;01.01.2024
10;07;opoczyński;powiat;01.01.2024
16;61;Opole;miasto na prawach powiatu;01.01.2024
06;12;opolski;powiat;01.01.2024
16;09;opolski;powiat;01.01.2024
14;15;ostrołęcki;powiat;01.01.2024
14;61;Ostrołęka;miasto na prawach powiatu;01.01.2024
26;07;ostrowiecki;powiat;01.01.2024
14;16;ostrowski;powiat;01.01.2024
30;17;ostrowski;powiat;01.01.2024
28;15;ostródzki;powiat;01.01.2024
30;18;ostrzeszowski;powiat;01.01.2024
12;13;oświęcimski;powiat;01.01.2024
14;17;otwocki;powiat;01.01.2024
10;08;pabianicki;powiat;01.01.2024
10;09;pajęczański;powiat;01.01.2024
06;13;parczewski;powiat;01.01.2024
14;18;piaseczyński;powiat;01.01.2024
24;71;Piekary Śląskie;miasto na prawach powiatu;01.01.2024
30;19;pilski;powiat;01.01.2024
26;08;pińczowski;powiat;01.01.2024
10;10;piotrkowski;powiat;01.01.2024
10;62;Piotrków Trybunalski;miasto na prawach powiatu;01.01.2024
28;16;piski;powiat;01.01.2024
30;20;pleszewski;powiat;01.01.2024
14;62;Płock;miasto na prawach powiatu;01.01.2024
14;19;płocki;powiat;01.01.2024
14;20;płoński;powiat;01.01.2024
10;11;poddębicki;powiat;01.01.2024
32;11;policki;powiat;01.01.2024
02;16;polkowicki;powiat;01.01.2024
30;64;Poznań;miasto na prawach powiatu;01.01.2024
30;21;poznański;powiat;01.01.2024
12;14;proszowicki;powiat;01.01.2024
16;10;prudnicki;powiat;01.01.2024
14;21;pruszkowski;powiat;01.01.2024
14;22;przasnyski;powiat;01.01.2024
18;13;przemyski;powiat;01.01.2024
18;62;Przemyśl;miasto na prawach powiatu;01.01.2024
18;14;przeworski;powiat;01.01.2024
14;23;przysuski;powiat;01.01.2024
24;10;pszczyński;powiat;01.01.2024
22;11;pucki;powiat;01.01.2024
06;14;puławski;powiat;01.01.2024
14;24;pułtuski;powiat;01.01.2024
32;12;pyrzycki;powiat;01.01.2024
24;11;raciborski;powiat;01.01.2024
14;63;Radom;miasto na prawach powiatu;01.01.2024
14;25;radomski;powiat;01.01.2024
10;12;radomszczański;powiat;01.01.2024
04;11;radziejowski;powiat;01.01.2024
06;15;radzyński;powiat;01.01.2024
30;22;rawicki;powiat;01.01.2024
10;13;rawski;powiat;01.01.2024
18;15;ropczycko-sędziszowski;powiat;01.01.2024
24;72;Ruda Śląska;miasto na prawach powiatu;01.01.2024
24;12;rybnicki;powiat;01.01.2024
24;73;Rybnik;miasto na prawach powiatu;01.01.2024
06;16;rycki;powiat;01.01.2024
04;12;rypiński;powiat;01.01.2024
18;16;rzeszowski;powiat;01.01.2024
18;63;Rzeszów;miasto na prawach powiatu;01.01.2024
26;09;sandomierski;powiat;01.01.2024
18;17;sanocki;powiat;01.01.2024
20;09;sejneński;powiat;01.01.2024
04;13;sępoleński;powiat;01.01.2024
14;64;Siedlce;miasto na prawach powiatu;01.01.2024
14;26;siedlecki;powiat;01.01.2024
24;74;Siemianowice Śląskie;miasto na prawach powiatu;01.01.2024
20;10;siemiatycki;powiat;01.01.2024
10;14;sieradzki;powiat;01.01.2024
14;27;sierpecki;powiat;01.01.2024
26;10;skarżyski;powiat;01.01.2024
10;63;Skierniewice;miasto na prawach powiatu;01.01.2024
10;15;skierniewicki;powiat;01.01.2024
32;13;sławieński;powiat;01.01.2024
08;05;słubicki;powiat;01.01.2024
30;23;słupecki;powiat;01.01.2024
22;63;Słupsk;miasto na prawach powiatu;01.01.2024
22;12;słupski;powiat;01.01.2024
14;28;sochaczewski;powiat;01.01.2024
14;29;sokołowski;powiat;01.01.2024
20;11;sokólski;powiat;01.01.2024
22;64;Sopot;miasto na prawach powiatu;01.01.2024
24;75;Sosnowiec;miasto na prawach powiatu;01.01.2024
18;18;stalowowolski;powiat;01.01.2024
26;11;starachowicki;powiat;01.01.2024
32;14;stargardzki;powiat;01.01.2024
22;13;starogardzki;powiat;01.01.2024
26;12;staszowski;powiat;01.01.2024
16;11;strzelecki;powiat;01.01.2024
08;06;strzelecko-drezdenecki;powiat;01.01.2024
02;17;strzeliński;powiat;01.01.2024
18;19;strzyżowski;powiat;01.01.2024
08;07;sulęciński;powiat;01.01.2024
12;15;suski;powiat;01.01.2024
20;12;suwalski;powiat;01.01.2024
20;63;Suwałki;miasto na prawach powiatu;01.01.2024
30;24;szamotulski;powiat;01.01.2024
32;62;Szczecin;miasto na prawach powiatu;01.01.2024
32;15;szczecinecki;powiat;01.01.2024
28;17;szczycieński;powiat;01.01.2024
22;16;sztumski;powiat;01.01.2024
14;30;szydłowiecki;powiat;01.01.2024
02;18;średzki;powiat;01.01.2024
30;25;średzki;powiat;01.01.2024
30;26;śremski;powiat;01.01.2024
02;19;świdnicki;powiat;01.01.2024
06;17;świdnicki;powiat;01.01.2024
32;16;świdwiński;powiat;01.01.2024
08;08;świebodziński;powiat;01.01.2024
04;14;świecki;powiat;01.01.2024
24;76;Świętochłowice;miasto na prawach powiatu;01.01.2024
32;63;Świnoujście;miasto na prawach powiatu;01.01.2024
18;64;Tarnobrzeg;miasto na prawach powiatu;01.01.2024
18;20;tarnobrzeski;powiat;01.01.2024
24;13;tarnogórski;powiat;01.01.2024
12;16;tarnowski;powiat;01.01.2024
12;63;Tarnów;miasto na prawach powiatu;01.01.2024
12;17;tatrzański;powiat;01.01.2024
22;14;tczewski;powiat;01.01.2024
06;18;tomaszowski;powiat;01.01.2024
10;16;tomaszowski;powiat;01.01.2024
04;63;Toruń;miasto na prawach powiatu;01.01.2024
04;15;toruński;powiat;01.01.2024
02;20;trzebnicki;powiat;01.01.2024
04;16;tucholski;powiat;01.01.2024
30;27;turecki;powiat;01.01.2024
24;77;Tychy;miasto na prawach powiatu;01.01.2024
12;18;wadowicki;powiat;01.01.2024
02;65;Wałbrzych;miasto na prawach powiatu;01.01.2024
02;21;wałbrzyski;powiat;01.01.2024
32;17;wałecki;powiat;01.01.2024
14;65;Warszawa;miasto stołeczne, na prawach powiatu;01.01.2024
14;32;warszawski zachodni;powiat;01.01.2024
04;17;wąbrzeski;powiat;01.01.2024
30;28;wągrowiecki;powiat;01.01.2024
22;15;wejherowski;powiat;01.01.2024
28;19;węgorzewski;powiat;01.01.2024
14;33;węgrowski;powiat;01.01.2024
12;19;wielicki;powiat;01.01.2024
10;17;wieluński;powiat;01.01.2024
10;18;wieruszowski;powiat;01.01.2024
04;64;Włocławek;miasto na prawach powiatu;01.01.2024
04;18;włocławski;powiat;01.01.2024
06;19;włodawski;powiat;01.01.2024
26;13;włoszczowski;powiat;01.01.2024
24;15;wodzisławski;powiat;01.01.2024
30;29;wolsztyński;powiat;01.01.2024
14;34;wołomiński;powiat;01.01.2024
02;22;wołowski;powiat;01.01.2024
02;64;Wrocław;miasto na prawach powiatu;01.01.2024
02;23;wrocławski;powiat;01.01.2024
30;30;wrzesiński;powiat;01.01.2024
08;12;wschowski;powiat;01.01.2024
20;13;wysokomazowiecki;powiat;01.01.2024
14;35;wyszkowski;powiat;01.01.2024
24;78;Zabrze;miasto na prawach powiatu;01.01.2024
20;14;zambrowski;powiat;01.01.2024
06;20;zamojski;powiat;01.01.2024
06;64;Zamość;miasto na prawach powiatu;01.01.2024
24;16;zawierciański;powiat;01.01.2024
02;24;ząbkowicki;powiat;01.01.2024
10;19;zduńskowolski;powiat;01.01.2024
10;20;zgierski;powiat;01.01.2024
02;25;zgorzelecki;powiat;01.01.2024
08;62;Zielona Góra;miasto na prawach powiatu;01.01.2024
08;09;zielonogórski;powiat;01.01.2024
02;26;złotoryjski;powiat;01.01.2024
30;31;złotowski;powiat;01.01.2024
14;36;zwoleński;powiat;01.01.2024
08;10;żagański;powiat;01.01.2024
08;11;żarski;powiat;01.01.2024
04;19;żniński;powiat;01.01.2024
24;79;Żory;miasto na prawach powiatu;01.01.2024
14;37;żuromiński;powiat;01.01.2024
14;38;żyrardowski;powiat;01.01.2024
24;17;żywiecki;powiat;01.01.2024
